autor,publicaciones,total_citaciones,cit_promedio,max_citaciones,h_index,g_index
Alejandro Díaz Mújica,2,0,0.0,0,0,0
Alejandro Cruz-Osorio,1,0,0.0,0,0,0
Felipe André González Alfonso,1,0,0.0,0,0,0
Felipe André González,1,0,0.0,0,0,0
Neetesh Purohit,1,0,0.0,0,0,0
Anindyajit Banerjee,1,0,0.0,0,0,0
Neda Mohaghegh,2,0,0.0,0,0,0
Nayra Simonó,1,0,0.0,0,0,0
Nathalie Fuentes,1,0,0.0,0,0,0
Nathalia Lara-Espinosa,1,0,0.0,0,0,0
Nathalia Callejas Cortés,1,0,0.0,0,0,0
Natanael Peña-Calderón,1,0,0.0,0,0,0
G. Desvignes,1,0,0.0,0,0,0
G. De Pascale,1,0,0.0,0,0,0
G. Crew,1,0,0.0,0,0,0
Natália Soares Ferreira,1,0,0.0,0,0,0
Natália Batista Albuquerque Goulart Lemos,1,0,0.0,0,0,0
Jaime Rosales,1,0,0.0,0,0,0
Jaime Romero Fernández,1,0,0.0,0,0,0
Jaime Reyes Gil,1,0,0.0,0,0,0
Jaime R. Silva,1,0,0.0,0,0,0
Sergio Mora C,1,0,0.0,0,0,0
Sergio Montecinos Fabio,1,0,0.0,0,0,0
Sergio Lorca Figueroa,1,0,0.0,0,0,0
Natalie Gutiérrez,1,0,0.0,0,0,0
Anna Braghini,3,0,0.0,0,0,0
Anna A. Shirokaya,1,0,0.0,0,0,0
Ankush Chakraborty,1,0,0.0,0,0,0
Nataly Cancino Cabello,1,0,0.0,0,0,0
Natalie Salazar,1,0,0.0,0,0,0
Cantu Dario,1,0,0.0,0,0,0
Candice S. Charlton,1,0,0.0,0,0,0
Eduardo Gandulfo Ramírez,1,0,0.0,0,0,0
Cynthia Córdova,1,0,0.0,0,0,0
Sergio Salamó Asenjo,1,0,0.0,0,0,0
Sergio Rincón-Murcia,1,0,0.0,0,0,0
Sergio Pino-Alarcón,1,0,0.0,0,0,0
Sergio Pablo Salamó Asenjo,2,0,0.0,0,0,0
Sergio P. Barahona,1,0,0.0,0,0,0
Nathan Duran-Ledezma,1,0,0.0,0,0,0
Natalia Álvarez-Santullano,1,0,0.0,0,0,0
Natalia Virginia Manjarrés-Zambrano,1,0,0.0,0,0,0
Natalia Velastín,1,0,0.0,0,0,0
Natalia Valdés,2,0,0.0,0,0,0
Natalia Urquieta Urquieta,1,0,0.0,0,0,0
Natalia Toledo Hernández,1,0,0.0,0,0,0
Natalia Sepúlveda Kattan,1,0,0.0,0,0,0
Natalia Salas,1,0,0.0,0,0,0
Natalia Ramos Díaz,1,0,0.0,0,0,0
Alejandro Ancapichún,1,0,0.0,0,0,0
Sergio Splendore,1,0,0.0,0,0,0
Sergio Sepulveda,1,0,0.0,0,0,0
Daniel Lagos Ramírez,1,0,0.0,0,0,0
Eduardo Gandulfo R,1,0,0.0,0,0,0
Eduardo Colihuinca,1,0,0.0,0,0,0
Natalie Rodríguez‐Covarrubias,3,0,0.0,0,0,0
José Andrade Trivino,1,0,0.0,0,0,0
José Alvarez Opazo,1,0,0.0,0,0,0
José Adolfo Pérez de la Rosa,1,0,0.0,0,0,0
Carina De La Barra,1,0,0.0,0,0,0
Emily Santos,1,0,0.0,0,0,0
Natalia Paulina Hernández,1,0,0.0,0,0,0
G. J. Elias,1,0,0.0,0,0,0
Héctor Riquelme,1,0,0.0,0,0,0
Héctor Peña M,1,0,0.0,0,0,0
Héctor Oyarzún Sirias,1,0,0.0,0,0,0
Fei Wang,1,0,0.0,0,0,0
Fedlu Kedir Sabir,1,0,0.0,0,0,0
Federico Martinez-Aneiros,1,0,0.0,0,0,0
Federico Maddanu,1,0,0.0,0,0,0
Alejandro Barrientos Priego,1,0,0.0,0,0,0
Alejandro Araya,2,0,0.0,0,0,0
Shahrouz Amini,1,0,0.0,0,0,0
Shahid Ullah,1,0,0.0,0,0,0
Seyyed-Abdolhamid Mirhosseini,1,0,0.0,0,0,0
Seung Hun Oh,1,0,0.0,0,0,0
Demian Schopf Olea,1,0,0.0,0,0,0
Demet Taşdemir Kahraman,1,0,0.0,0,0,0
Delia Rodriguez,1,0,0.0,0,0,0
Natalia Nino,1,0,0.0,0,0,0
Natalia Hassan,1,0,0.0,0,0,0
Alejandro Bruna Silva,3,0,0.0,0,0,0
Alejandro Benavides Sotomayor,1,0,0.0,0,0,0
Clebson Cruz,1,0,0.0,0,0,0
Claus Hélix‐Nielsen,1,0,0.0,0,0,0
Jaime Marabolí,2,0,0.0,0,0,0
Jaime Herrera,1,0,0.0,0,0,0
José Andrés Isla,1,0,0.0,0,0,0
Anna DuVal,1,0,0.0,0,0,0
Natalia Alvarado-Garcés,1,0,0.0,0,0,0
Natalia E. Lozano‐Ramírez,1,0,0.0,0,0,0
Natalia Cortés,1,0,0.0,0,0,0
Natalia Cisterna Jara,1,0,0.0,0,0,0
Natalia Chiwaikura Bart,2,0,0.0,0,0,0
Natalia Campos Osorio,1,0,0.0,0,0,0
Natalia Cabrera,1,0,0.0,0,0,0
Natalia Bahamond,1,0,0.0,0,0,0
Natalia Arias-Palencia,1,0,0.0,0,0,0
Anna Luiza Szesz,1,0,0.0,0,0,0
Anna Lagunas,1,0,0.0,0,0,0
Sharon Martínez Padilla,1,0,0.0,0,0,0
Shami Chatterjee,1,0,0.0,0,0,0
Shakira Hernandez,1,0,0.0,0,0,0
Shakir Ullah,1,0,0.0,0,0,0
José Antonio González-Pizarro,1,0,0.0,0,0,0
Nadia Poblete,1,0,0.0,0,0,0
Christine Berne,1,0,0.0,0,0,0
Nancy Beatriz Sánchez Barrientos,1,0,0.0,0,0,0
Najla Shafighi,1,0,0.0,0,0,0
Nairbis Sibrián Díaz,1,0,0.0,0,0,0
Naimat Ullah,1,0,0.0,0,0,0
Naim U. Rashid,1,0,0.0,0,0,0
Nagina Gul,1,0,0.0,0,0,0
Naga Raju Maddela,1,0,0.0,0,0,0
José Balcells,1,0,0.0,0,0,0
Sherzod Aktamov,1,0,0.0,0,0,0
Sheperd S. Doeleman,1,0,0.0,0,0,0
Shengxin Chang,1,0,0.0,0,0,0
Shaun Cole,2,0,0.0,0,0,0
Shasanka Chalise,1,0,0.0,0,0,0
N.N. Shah,1,0,0.0,0,0,0
N. Viaux Maira,1,0,0.0,0,0,0
N. T. Keen,1,0,0.0,0,0,0
G. K. Waite,1,0,0.0,0,0,0
Anna-Maria von Pippich,1,0,0.0,0,0,0
NICOLÁS ÁLVAREZ LETELIER,1,0,0.0,0,0,0
NICOLÁS MARÍN ROMÁN,1,0,0.0,0,0,0
Elisenda Bernal,1,0,0.0,0,0,0
Jaime Hernández,1,0,0.0,0,0,0
Jaime Frejlich,2,0,0.0,0,0,0
Carlos Vladimir Valdés Villalón,1,0,0.0,0,0,0
José Antônio Viana de Matos,1,0,0.0,0,0,0
José Antônio Portella,1,0,0.0,0,0,0
José Antonio Tello,1,0,0.0,0,0,0
José Antonio Sánchez Marín,1,0,0.0,0,0,0
José Antonio Hameau,1,0,0.0,0,0,0
Alejandra Valladares,1,0,0.0,0,0,0
José Carmelo Adsuar,1,0,0.0,0,0,0
G. Martinez,1,0,0.0,0,0,0
N. Godoy-Balbontin,1,0,0.0,0,0,0
N. Faux,1,0,0.0,0,0,0
N. M. Grech,1,0,0.0,0,0,0
Denisse Gallardo Farías,1,0,0.0,0,0,0
G. Rossi,1,0,0.0,0,0,0
G. Ribeiro,2,0,0.0,0,0,0
G. Miguel López,1,0,0.0,0,0,0
Shivani Bhandar,1,0,0.0,0,0,0
Shishir Kumar,1,0,0.0,0,0,0
Federico Aguirre,1,0,0.0,0,0,0
Claudia Stange,1,0,0.0,0,0,0
Claudia Soto Núñez,1,0,0.0,0,0,0
NATALIA GÁNDARA-CHACANA,1,0,0.0,0,0,0
Mónica Patricia Valladares Salazar,1,0,0.0,0,0,0
Mónica Palacios Díaz,1,0,0.0,0,0,0
Mónica Oleastro,1,0,0.0,0,0,0
GABRIEL PÁEZ DEBIA,1,0,0.0,0,0,0
G.E. Sylvester,1,0,0.0,0,0,0
G.A Gaete Coddou,1,0,0.0,0,0,0
Anne-Kathrin Baczko,1,0,0.0,0,0,0
Anne Peters,1,0,0.0,0,0,0
N Adriana Soto,1,0,0.0,0,0,0
Mónica Toro,1,0,0.0,0,0,0
Jaime Cuyanao Waikil,1,0,0.0,0,0,0
Jaime Couso Salas,1,0,0.0,0,0,0
Jaime Arancibia Mattar,2,0,0.0,0,0,0
Daniel Hölck,3,0,0.0,0,0,0
Alejandra Villablanca Sanhueza,1,0,0.0,0,0,0
Alejandra Vidal,2,0,0.0,0,0,0
G. Verdugo,1,0,0.0,0,0,0
G. Tancredi,1,0,0.0,0,0,0
Mónica Moreno Rocha,1,0,0.0,0,0,0
Mónica María Pacheco Valderrama,1,0,0.0,0,0,0
Mónica López López,1,0,0.0,0,0,0
Mónica Guzmán,1,0,0.0,0,0,0
Mónica González García,5,0,0.0,0,0,0
José Eduardo Rivera Cruchaga,1,0,0.0,0,0,0
Sibel Uzuner,1,0,0.0,0,0,0
Shumaila Noreen,1,0,0.0,0,0,0
Shristi Ram,1,0,0.0,0,0,0
Daniel Josué Möder-Armijo,1,0,0.0,0,0,0
Daniel J. Vasquez,1,0,0.0,0,0,0
Carlos Trujillo,1,0,0.0,0,0,0
Mónica Ramírez García,1,0,0.0,0,0,0
Mónica R. Ravelo-García,2,0,0.0,0,0,0
Mónica Alonso González,1,0,0.0,0,0,0
Mònica Mir,1,0,0.0,0,0,0
Míriam Seghiri,1,0,0.0,0,0,0
Míriam Comet-Donoso,1,0,0.0,0,0,0
José Daniel Morales Aguayo,1,0,0.0,0,0,0
José Daniel Corona-Flores,1,0,0.0,0,0,0
Camino Los,1,0,0.0,0,0,0
Mónica González,1,0,0.0,0,0,0
Mónica Esteva Rodas,1,0,0.0,0,0,0
Mónica Espinoza,1,0,0.0,0,0,0
Mónica Chávez,1,0,0.0,0,0,0
Jacqueline Vásquez-Navarrete,1,0,0.0,0,0,0
Fatma Sönmez Çakır,1,0,0.0,0,0,0
Silvana Lanata,1,0,0.0,0,0,0
Siiri Bigalke,1,0,0.0,0,0,0
G. Verdugo-Ramírez,1,0,0.0,0,0,0
Dennis J. Murphy,1,0,0.0,0,0,0
Dennis Arias-Chávez,1,0,0.0,0,0,0
Mélany Yarad-Jácome,1,0,0.0,0,0,0
Mário Roberto Maróstica,1,0,0.0,0,0,0
Mário Costa Cruz,1,0,0.0,0,0,0
Márcio J. Lacerda,1,0,0.0,0,0,0
Màrio Reis,1,0,0.0,0,0,0
Myrsini Sakarika,1,0,0.0,0,0,0
Hendrik Sulbarán,1,0,0.0,0,0,0
Alejandra Ramírez-Albán,1,0,0.0,0,0,0
Claudia Reyes‐Bahamonde,1,0,0.0,0,0,0
Fausto Ignacio García,1,0,0.0,0,0,0
Jaime Alberto Rendón Acevedo,1,0,0.0,0,0,0
Anoop S. Mahajan,1,0,0.0,0,0,0
Annika Vaksmaa,1,0,0.0,0,0,0
Mónica Budowski,1,0,0.0,0,0,0
José Fernández-Parodi,1,0,0.0,0,0,0
Mustapha Olanrewaju Aliyu,1,0,0.0,0,0,0
Murat Korkmaz,1,0,0.0,0,0,0
Denisse Lizama,1,0,0.0,0,0,0
Muñoz Rodríguez Yenny Marilyn,1,0,0.0,0,0,0
Anthony J. De La Cruz-Castillo,1,0,0.0,0,0,0
Muthupandian Ashokkumar,1,0,0.0,0,0,0
José Galcerá Tomás,1,0,0.0,0,0,0
Silvia Posocco,1,0,0.0,0,0,0
Silvia Palmero Aliste,1,0,0.0,0,0,0
Silvia Neri Godoy,1,0,0.0,0,0,0
José Eronildo de Melo,1,0,0.0,0,0,0
José Eligio Moisés Gutiérrez-Arias,1,0,0.0,0,0,0
José Eligio Moisés Gutiérrez Arias,1,0,0.0,0,0,0
Muḥammad Z̲ākir,1,0,0.0,0,0,0
Cristina Manchado Nieto,1,0,0.0,0,0,0
GFR Llerena,1,0,0.0,0,0,0
Christian Szcerba,1,0,0.0,0,0,0
Christian Ramírez,1,0,0.0,0,0,0
Christian Pardo-Gamboa,1,0,0.0,0,0,0
Muhsin Jamal,1,0,0.0,0,0,0
Muhammed Parviz,1,0,0.0,0,0,0
Muhammad Yousaf,1,0,0.0,0,0,0
Muhammad Saif Ur Rehman,1,0,0.0,0,0,0
Muhammad Roil Bilad,1,0,0.0,0,0,0
Anton Rebhan,1,0,0.0,0,0,0
Silvio Urizar,1,0,0.0,0,0,0
Silvia Torres Carbonell,1,0,0.0,0,0,0
José G. Gavidia-Valencia,1,0,0.0,0,0,0
José Francisco López-Gil,1,0,0.0,0,0,0
José Francisco López Johanon,1,0,0.0,0,0,0
José Firmino Corrêa,1,0,0.0,0,0,0
Mourad Ben Saïd,2,0,0.0,0,0,0
Mouchira Abou Zahr,1,0,0.0,0,0,0
Muhammad Mirza,1,0,0.0,0,0,0
Muhammad Kabir,1,0,0.0,0,0,0
Muhammad Ilyas,3,0,0.0,0,0,0
Muhammad Ibrar Shinwari,1,0,0.0,0,0,0
Muhammad Anwar Iqbal,1,0,0.0,0,0,0
Muhammad AR,1,0,0.0,0,0,0
Ms. Zoe Vallotton,1,0,0.0,0,0,0
Ms. Pilar Cardenas,1,0,0.0,0,0,0
Constanza Mujica,2,0,0.0,0,0,0
Constanza Mancilla,1,0,0.0,0,0,0
Constanza Maldifassi Gática,1,0,0.0,0,0,0
Elaine M. Pereira,1,0,0.0,0,0,0
Alejandra Pinto Soffia,1,0,0.0,0,0,0
Gabriel Astudillo,1,0,0.0,0,0,0
Farah A. Ramírez-Marrero,1,0,0.0,0,0,0
Fanzhen Lin,1,0,0.0,0,0,0
Moses Madende,1,0,0.0,0,0,0
"Montero Garcia-Celay, Ignacio",1,0,0.0,0,0,0
Monserrat Sánchez,1,0,0.0,0,0,0
Monserrat Polanco Madariaga,2,0,0.0,0,0,0
Monserrat Polanco,1,0,0.0,0,0,0
Fanor Larraín Verdugo,1,0,0.0,0,0,0
Fanny Panchana,1,0,0.0,0,0,0
Simon Alvisse,1,0,0.0,0,0,0
Simma Lickanantay,1,0,0.0,0,0,0
José Huenchual-Escobar,1,0,0.0,0,0,0
José Hernández Moreno,1,0,0.0,0,0,0
José Gutiérrez,1,0,0.0,0,0,0
José Gregorio Cabrera Gómez,1,0,0.0,0,0,0
José Germán Linares Cazola,1,0,0.0,0,0,0
Sinnu Susan Thomas,1,0,0.0,0,0,0
Simón Álvarez-González,1,0,0.0,0,0,0
Simón Contreras Uribe,1,0,0.0,0,0,0
Monserrat De Jesús López Letelier,1,0,0.0,0,0,0
Gabriel Cavada,1,0,0.0,0,0,0
Gabriel Bravo,1,0,0.0,0,0,0
Moniel de Oliveira Ferreira,1,0,0.0,0,0,0
Monica Panero,1,0,0.0,0,0,0
Simonetta Ferrada Dinamarca,1,0,0.0,0,0,0
Alejandra Lopez Moroni,1,0,0.0,0,0,0
Alejandra Inés Pinto Soffia,2,0,0.0,0,0,0
Alejandra Illanes Valdés,1,0,0.0,0,0,0
Alejandra Guerra Acuña,1,0,0.0,0,0,0
Farouk Umar Kofar Naisa,1,0,0.0,0,0,0
Farouk Garfe Jarufe,1,0,0.0,0,0,0
Farnoosh Rashed,1,0,0.0,0,0,0
Moiz Rahman Memon,1,0,0.0,0,0,0
Moisés Valenzuela Saavedra,2,0,0.0,0,0,0
Moises Guillermos Apaza,1,0,0.0,0,0,0
Monica Castro,1,0,0.0,0,0,0
Moncada Utfsm,1,0,0.0,0,0,0
Mona Saleh,1,0,0.0,0,0,0
Antonia Morán-Toloza,1,0,0.0,0,0,0
Antonia Díaz Olivares,1,0,0.0,0,0,0
Deren A. R. Eaton,1,0,0.0,0,0,0
Cristina Pecharromán Gómez,1,0,0.0,0,0,0
Jacqueline Paez Herrera,1,0,0.0,0,0,0
Jacqueline Espinoza Ibacache,3,0,0.0,0,0,0
Jacqueline Espinal Zepeda,1,0,0.0,0,0,0
Jacqueline Castillo,1,0,0.0,0,0,0
Jacqueline Brunet,1,0,0.0,0,0,0
Sirasit Srinuanpan,1,0,0.0,0,0,0
Mislav Baloković,1,0,0.0,0,0,0
Emily Becker,1,0,0.0,0,0,0
José L. Gómez,1,0,0.0,0,0,0
José Jiménez,1,0,0.0,0,0,0
Mohd Dzul Hakim Wirzal,1,0,0.0,0,0,0
Mohd Asyraf Kassim,1,0,0.0,0,0,0
Mohammed Zahid Hossain,1,0,0.0,0,0,0
Mohammed Amirul Islam,1,0,0.0,0,0,0
Mohammad Rashed Hasan Polas,1,0,0.0,0,0,0
Mohammad Maleki,1,0,0.0,0,0,0
Mohammad Imtiaz Hossain,1,0,0.0,0,0,0
Sofía Cisterna Manzur,1,0,0.0,0,0,0
"Soares, Amanda Rodrigues",1,0,0.0,0,0,0
Sirshendu De,1,0,0.0,0,0,0
Eladio C. P. Craia,1,0,0.0,0,0,0
Elad Aigner‐Horev,1,0,0.0,0,0,0
Solange Aguirre Rozas,1,0,0.0,0,0,0
Sofía Vidal-Méndez,1,0,0.0,0,0,0
Sofía Valenzuela,1,0,0.0,0,0,0
Mirko Skarica Z.,1,0,0.0,0,0,0
Miriam Garrido‐Miguel,1,0,0.0,0,0,0
Miriam Ackerman,1,0,0.0,0,0,0
Mireya Osorio,1,0,0.0,0,0,0
Sofía Salgado-Díaz,1,0,0.0,0,0,0
Sofía Retamal-Pino,2,0,0.0,0,0,0
Sofía Montecinos,1,0,0.0,0,0,0
Sofía Isabel Meneses Rojas,1,0,0.0,0,0,0
Sofía Giraldo Hoyos,1,0,0.0,0,0,0
Catalina Montecinos,2,0,0.0,0,0,0
Catalina Manterola Retamal,1,0,0.0,0,0,0
Catalina Javiera Pacheco Ibaceta,1,0,0.0,0,0,0
Mitzi Vielma,1,0,0.0,0,0,0
Minerva Cordovés-Sánchez,1,0,0.0,0,0,0
Antonio Aguilera-Carbó,1,0,0.0,0,0,0
Antonino Pollio,1,0,0.0,0,0,0
Antonia Salinas,1,0,0.0,0,0,0
Antonia Naciff,2,0,0.0,0,0,0
Miossec Matthieu,1,0,0.0,0,0,0
Minio Andrea,1,0,0.0,0,0,0
Ming‐Tang Chen,1,0,0.0,0,0,0
Mingxin Yao,1,0,0.0,0,0,0
José Luis Dinamarca‐Montecinos,1,0,0.0,0,0,0
Soledad Riquelme,1,0,0.0,0,0,0
Soledad Navarrete,1,0,0.0,0,0,0
Soledad Burgos,1,0,0.0,0,0,0
Solange Rios Salomão,1,0,0.0,0,0,0
Solange Ramírez,1,0,0.0,0,0,0
Solange Carolina Arroyo Perez,1,0,0.0,0,0,0
Milton J. Pedraza,1,0,0.0,0,0,0
Minerva Colín Miranda,1,0,0.0,0,0,0
Min-Yee Choo,1,0,0.0,0,0,0
Antonio F. Fuentes,1,0,0.0,0,0,0
Antonio Castilla,1,0,0.0,0,0,0
Antonio Bascuñán Rodríguez,1,0,0.0,0,0,0
Miluska Cisneros‐Yupanqui,1,0,0.0,0,0,0
Gabriel Páez Debia,3,0,0.0,0,0,0
Carlton A. Evans,1,0,0.0,0,0,0
Carlos Álvarez-Fernández,1,0,0.0,0,0,0
Carlos Zenteno,1,0,0.0,0,0,0
Carolina Ribeiro de Castro Alvim,1,0,0.0,0,0,0
Fabrício Tadeu Borges,1,0,0.0,0,0,0
José Luis Castillo Zavala,1,0,0.0,0,0,0
José Luis Bosch,1,0,0.0,0,0,0
Minghao Hu,1,0,0.0,0,0,0
Milenco Pradenas,1,0,0.0,0,0,0
Milena Grass Kleiner,1,0,0.0,0,0,0
Milda Malling,1,0,0.0,0,0,0
Milagros Isabel Rivas Mendoza,2,0,0.0,0,0,0
Mike Brubaker,1,0,0.0,0,0,0
José Luis Rozalén Medina,1,0,0.0,0,0,0
José Luis Ramírez Romero,1,0,0.0,0,0,0
Somayeh Ahmadpour,1,0,0.0,0,0,0
Soledad Véliz,1,0,0.0,0,0,0
Fahad Rehman,1,0,0.0,0,0,0
Facundo Rocha Calvette,1,0,0.0,0,0,0
Gabriel Pinochet-Soto,1,0,0.0,0,0,0
Gabriel López,1,0,0.0,0,0,0
Gabriel Khattar,1,0,0.0,0,0,0
Gabriel Hoecker Gil,1,0,0.0,0,0,0
Deyanira Duque,1,0,0.0,0,0,0
Carlos Yance Carvajal,1,0,0.0,0,0,0
Jack Chen,1,0,0.0,0,0,0
Sonia Toledo Azócar,2,0,0.0,0,0,0
Sonia Socaci,1,0,0.0,0,0,0
Sonia Sepúlveda-Martin,1,0,0.0,0,0,0
Sonia Reyes Herrera,1,0,0.0,0,0,0
José Luis Méndez,1,0,0.0,0,0,0
José Luis Márquez Andrade,1,0,0.0,0,0,0
José Luis Mullo,1,0,0.0,0,0,0
José Luis Lupiáñez,1,0,0.0,0,0,0
José Luis Guzmán Dalbora,1,0,0.0,0,0,0
Mijntje ten Brummelaar,1,0,0.0,0,0,0
Daniel Gutierrez Vera,1,0,0.0,0,0,0
Sonia Plaza,1,0,0.0,0,0,0
Sonia Brito Rodríguez,1,0,0.0,0,0,0
Milenka Milena Leiva Jara,1,0,0.0,0,0,0
Antonio García-Hermoso,2,0,0.0,0,0,0
Miguel Ángel Cortés Oyola,1,0,0.0,0,0,0
Miguel Ángel Baltazar-Zamora,1,0,0.0,0,0,0
Miguel Ángel Alarcón Cañuta,1,0,0.0,0,0,0
Gabriel Ruete,1,0,0.0,0,0,0
Christian Merino Álvarez,1,0,0.0,0,0,0
Christian Mandiola-Quililongo,1,0,0.0,0,0,0
Christian M. Fromm,1,0,0.0,0,0,0
Christian Jiménez Schyke,1,0,0.0,0,0,0
Gabriel Ribeiro Cordeiro,1,0,0.0,0,0,0
Gabriel Reyes,1,0,0.0,0,0,0
Gabriel Rada,1,0,0.0,0,0,0
Miguel Ángel Hernández Pérez,1,0,0.0,0,0,0
Miguel Ángel García García,1,0,0.0,0,0,0
Carlos Zarza,1,0,0.0,0,0,0
Carlos Zamora-Bugueño,3,0,0.0,0,0,0
Fabrice Vandebrouck,3,0,0.0,0,0,0
Fabián Sánchez,2,0,0.0,0,0,0
Fabián Soto,1,0,0.0,0,0,0
Soraya Plaza,1,0,0.0,0,0,0
Miguel Valero García,1,0,0.0,0,0,0
Miguel Valderrama,2,0,0.0,0,0,0
Miguel Sánchez Gómez,1,0,0.0,0,0,0
Miguel Soto Piñeiro,1,0,0.0,0,0,0
Miguel Sebastián Armesto-Céspedes,1,0,0.0,0,0,0
Sony Bharadwaj,1,0,0.0,0,0,0
Alejandra Fuentes-García,1,0,0.0,0,0,0
Alejandra Figueroa-Vargas,1,0,0.0,0,0,0
Alejandra Díaz Ballesteros,1,0,0.0,0,0,0
Alejandra Catenaccio,1,0,0.0,0,0,0
Miguel Ángel Espinosa Castro,1,0,0.0,0,0,0
Antonio Herrera,1,0,0.0,0,0,0
Miguel Gutiérrez Gaitán,1,0,0.0,0,0,0
Miguel Gutiérrez,1,0,0.0,0,0,0
Miguel Fuentes Cortés,1,0,0.0,0,0,0
Miguel D. Norambuena,1,0,0.0,0,0,0
Miguel Chávez Gac,1,0,0.0,0,0,0
José Luís Muñoz Moreno,1,0,0.0,0,0,0
Miguel Palma Esquivel,1,0,0.0,0,0,0
Miguel Montes,1,0,0.0,0,0,0
Miguel Minhalma,1,0,0.0,0,0,0
Miguel Melo,1,0,0.0,0,0,0
Miguel López Astorga,2,0,0.0,0,0,0
Miguel Lobos Zuzunaga,1,0,0.0,0,0,0
Miguel LAZCANO Olea,1,0,0.0,0,0,0
Miguel J. Maldonado,1,0,0.0,0,0,0
Fabrizio Echeverría,1,0,0.0,0,0,0
Fabricio Vladimir Vinces Vinces,1,0,0.0,0,0,0
Gabriel Soriano,1,0,0.0,0,0,0
Diana Díaz-Arévalo,1,0,0.0,0,0,0
Diana Chamorro,1,0,0.0,0,0,0
Miguel Benz-Navarrete,1,0,0.0,0,0,0
José Luís Medina Moya,1,0,0.0,0,0,0
José Luis Ávila-Valdez,1,0,0.0,0,0,0
José Luis Widow,1,0,0.0,0,0,0
José Luis Vílchez-Quero,1,0,0.0,0,0,0
José Luis Seguel,3,0,0.0,0,0,0
JLV Rivera,2,0,0.0,0,0,0
JCM Neto,2,0,0.0,0,0,0
J.R. Piggott,1,0,0.0,0,0,0
Alejandra Ahumada Salvo,1,0,0.0,0,0,0
Aleixandre Brian Duche-Pérez,1,0,0.0,0,0,0
Spencer-Sandino Maria,1,0,0.0,0,0,0
Miguel Gutiérrez Gaitén,1,0,0.0,0,0,0
Daniel Fernández,1,0,0.0,0,0,0
Antonio Pagliero-N.,1,0,0.0,0,0,0
Antonio Moreno,2,0,0.0,0,0,0
Antonio López‐García,1,0,0.0,0,0,0
Antonio López-Carvallo,1,0,0.0,0,0,0
Antonio Luzón Trujillo,1,0,0.0,0,0,0
Miguel Armando Autie Pérez,1,0,0.0,0,0,0
Miguel Araujo Alonso,1,0,0.0,0,0,0
Stefan Vos,1,0,0.0,0,0,0
Stefan Köhne,1,0,0.0,0,0,0
Stacia A. Backensto,1,0,0.0,0,0,0
Alejandra Caqueo,1,0,0.0,0,0,0
Alejandra Beghelli Z.,1,0,0.0,0,0,0
Alejandra Bascuñán Harrison,1,0,0.0,0,0,0
JOE CULLEN,1,0,0.0,0,0,0
Gabriela Aloe Prilip,1,0,0.0,0,0,0
Miguel A. Autie-Pérez,1,0,0.0,0,0,0
Michèle Wilkomirsky,1,0,0.0,0,0,0
Michitaro Shibata,1,0,0.0,0,0,0
Michi Bauböck,1,0,0.0,0,0,0
Camila-Belén Sepúlveda-Gallardo,1,0,0.0,0,0,0
José M. Moraga Esquivel,1,0,0.0,0,0,0
José M. Melero-Vara,1,0,0.0,0,0,0
José M. Marı́n,1,0,0.0,0,0,0
José M. Gonrall,1,0,0.0,0,0,0
José M. Gamonales,1,0,0.0,0,0,0
Miguel Angel Cancharí Preciado,1,0,0.0,0,0,0
Miguel Angel Astorga Araya,2,0,0.0,0,0,0
Stefania Napolitano,1,0,0.0,0,0,0
Stefania Canala-Echeverria Tobar,1,0,0.0,0,0,0
Stefani Natalia Mardones Carvajal,1,0,0.0,0,0,0
Stefani Mardones Carvajal,1,0,0.0,0,0,0
Michel Cara Jara,1,0,0.0,0,0,0
Michele Wilkomirsky,1,0,0.0,0,0,0
Michele Lacerenza,1,0,0.0,0,0,0
Gabriela Jesús Ali Arriaza,1,0,0.0,0,0,0
Gabriela Gallardo Aliaga,1,0,0.0,0,0,0
Constanza Cerda,1,0,0.0,0,0,0
Elizabeth Olave Negrete,1,0,0.0,0,0,0
Camilo Briones‐Valdivieso,1,0,0.0,0,0,0
J.P Robeson,2,0,0.0,0,0,0
J.M. Oteiza,1,0,0.0,0,0,0
J.M. Oliveira,1,0,0.0,0,0,0
J.M. Cruz,1,0,0.0,0,0,0
J.L Gardiazabal,1,0,0.0,0,0,0
J.I Sepulveda-vidal,1,0,0.0,0,0,0
J.I Sepulveda,1,0,0.0,0,0,0
Miguel A. Solís,1,0,0.0,0,0,0
Aldo Abarca‐Ortega,1,0,0.0,0,0,0
Michel Aguilera,1,0,0.0,0,0,0
Michel Aguena,1,0,0.0,0,0,0
Antonio Varas‐Myrik,1,0,0.0,0,0,0
Antonio Valverde,1,0,0.0,0,0,0
Antonio Sarmiento-Sera,2,0,0.0,0,0,0
Cristina Espinoza,1,0,0.0,0,0,0
Diaz Riffo,1,0,0.0,0,0,0
Dianbandhu Sahoo,1,0,0.0,0,0,0
Diana Rivera-Ottenberger,2,0,0.0,0,0,0
Stephanie Wendt,1,0,0.0,0,0,0
Stephanie Gibson Carpintero,1,0,0.0,0,0,0
Stephan Bader,1,0,0.0,0,0,0
Camilo Albornoz,1,0,0.0,0,0,0
Camilo Aguirre-Ponce,1,0,0.0,0,0,0
Camille Noûs,1,0,0.0,0,0,0
Alberto de Leiva,1,0,0.0,0,0,0
