universidad,anio,academicos_doctorado,academicos_extranjeros,academicos_jce,academicos_jce_doctorado,academicos_jce_extranjeros,academicos_total,estudiantes_doctorado,estudiantes_fte,estudiantes_magister,estudiantes_posgrado,estudiantes_pregrado,estudiantes_primer_anio,estudiantes_total,graduados_doctorado,graduados_magister,montos_anid_adjudicados,montos_anid_con_industria,pct_estudiantes_extranjeros,proyectos_anid_adjudicados,qs_puntaje_academicos_con_doctorado_latam,qs_puntaje_academicos_internacionales_global,qs_puntaje_articulos_por_academico_latam,qs_puntaje_citas_por_academico_global,qs_puntaje_citas_por_articulo_latam,qs_puntaje_diversidad_internacional_global,qs_puntaje_empleabilidad_global,qs_puntaje_estudiantes_internacionales_global,qs_puntaje_estudiantes_internacionales_latam,qs_puntaje_global_global,qs_puntaje_global_latam,qs_puntaje_impacto_web_latam,qs_puntaje_ratio_academicos_global,qs_puntaje_ratio_academicos_latam,qs_puntaje_red_internacional_global,qs_puntaje_red_internacional_latam,qs_puntaje_reputacion_academica_global,qs_puntaje_reputacion_academica_latam,qs_puntaje_reputacion_empleadores_global,qs_puntaje_reputacion_empleadores_latam,qs_puntaje_sostenibilidad_global,ratio_estudiantes_academico,the_posicion_latam,the_posicion_wur,the_puntaje_global_latam,the_puntaje_global_wur,the_puntaje_industry_latam,the_puntaje_industry_wur,the_puntaje_international_outlook_latam,the_puntaje_international_outlook_wur,the_puntaje_research_environment_latam,the_puntaje_research_environment_wur,the_puntaje_research_quality_latam,the_puntaje_research_quality_wur,the_puntaje_teaching_latam,the_puntaje_teaching_wur,titulados_especialidad_medica,titulados_pregrado,titulados_pregrado_total
Universidad Mayor,2020,303.0,102.0,967.73,230.36,61.35,2245.0,58,,2473,2531,17755,4998,21287,5.0,906.0,1997957000,,,16,,,,,,,,,,,,,,,,,,,,,,,126+,,,,35.5,,59.5,,10.3,,53.5,,21.9,,48.0,1429.0,1429.0
Universidad Mayor,2021,310.0,114.0,969.33,230.12,62.92,2251.0,70,,2707,2777,19902,5426,23691,3.0,904.0,2724157000,269766000,,17,,,,,,,,,,,,,,,,,,,,,,,101–125,,,,37.1,,60.4,,11.6,,73.3,,22.1,,85.0,3182.0,3182.0
Universidad Mayor,2022,282.0,117.0,875.82,208.41,62.31,2078.0,68,20649.0,2830,2898,20729,5157,24468,7.0,992.0,7107589000,199650000,2.0,27,,,,,,,,,,,,,,,,,,,,,,9.7,101–125,Reporter,,,34.9,,60.3,,14.3,,78.3,,23.1,,80.0,2763.0,2763.0
Universidad Mayor,2023,285.0,119.0,849.67,206.67,60.89,2079.0,62,20330.0,2046,2108,21531,4985,24337,12.0,933.0,4674031000,212000000,2.0,30,,,,,,,,,,,,,,,,,,,,,,11.0,101–125,Reporter,,,36.8,,59.4,,16.3,,80.3,,22.3,,143.0,2947.0,2948.0
Universidad Mayor,2024,344.0,114.0,799.99,212.89,56.22,2036.0,81,22644.0,1457,1538,22162,5505,24528,12.0,683.0,4723882000,32907000,1.0,31,17.6,,12.9,,36.6,,,,,,,15.9,,14.4,,68.5,,11.1,,14.0,,12.1,151+,1501+,,,16.4,16.0,49.1,49.5,14.0,9.1,39.3,28.7,21.1,18.6,104.0,3327.0,3419.0
Universidad Mayor,2025,351.0,129.0,798.38,231.49,62.4,2097.0,92,23703.0,1109,1201,22924,5662,24964,15.0,537.0,4599181000,58235000,1.0,27,,,25.7,,78.0,,,,25.7,,,,,11.9,,66.8,,15.1,,17.6,,12.2,,1501+,,,,16.4,,49.0,,9.0,,31.8,,18.7,136.0,3578.0,3764.0
Universidad Mayor,2026,,,,,,,96,23839.0,1101,1197,23981,6242,26036,,,2270110000,,1.0,17,16.2,,33.5,,91.2,,,,,,,27.3,,11.0,,77.3,,15.2,,23.1,,11.5,101–125,1501+,,,17.6,17.6,48.2,48.2,10.0,8.9,23.5,33.2,20.9,19.7,,,
Universidad Metropolitana de Ciencias de la Educacion,2015,85.0,4.0,323.43,64.27,1.43,505.0,21,,240,261,4700,1300,4963,3.0,151.0,152289000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,503.0
Universidad Metropolitana de Ciencias de la Educacion,2016,93.0,3.0,306.05,70.93,1.36,474.0,12,,199,211,4558,1170,4826,1.0,72.0,74331000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0,589.0
Universidad Metropolitana de Ciencias de la Educacion,2017,91.0,3.0,328.25,70.5,1.3,503.0,5,,218,223,4701,1241,4952,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.0,610.0
Universidad Metropolitana de Ciencias de la Educacion,2018,98.0,3.0,313.18,77.73,0.91,476.0,13,,184,197,4853,1309,5051,3.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,449.0
Universidad Metropolitana de Ciencias de la Educacion,2019,110.0,4.0,328.27,82.25,0.75,537.0,20,,143,163,4806,1122,4971,4.0,43.0,155848000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,403.0
Universidad Metropolitana de Ciencias de la Educacion,2020,123.0,3.0,288.15,91.75,0.51,508.0,23,,51,74,4312,899,4386,3.0,23.0,136514000,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,524.0
Universidad Metropolitana de Ciencias de la Educacion,2021,138.0,2.0,294.57,91.38,0.14,563.0,32,,92,124,4358,798,4482,1.0,72.0,80554000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0,646.0
Universidad Metropolitana de Ciencias de la Educacion,2022,141.0,2.0,312.07,102.81,0.72,572.0,34,,137,171,3926,675,4123,,35.0,788377000,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.0,870.0
Universidad Metropolitana de Ciencias de la Educacion,2023,137.0,3.0,318.55,108.97,0.72,576.0,25,,158,183,3730,1032,4046,10.0,48.0,698192000,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.0,879.0
Universidad Metropolitana de Ciencias de la Educacion,2024,132.0,9.0,326.53,102.11,3.82,595.0,17,,157,174,3863,957,4132,1.0,29.0,559647000,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0,460.0
Universidad Metropolitana de Ciencias de la Educacion,2025,149.0,10.0,290.64,119.32,3.06,613.0,22,,169,191,3976,1256,4278,1.0,2.0,189984000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,412.0
Universidad Metropolitana de Ciencias de la Educacion,2026,,,,,,,29,,216,245,4278,1360,4680,,,1218468000,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad Miguel de Cervantes,2015,8.0,3.0,42.41,1.32,0.77,166.0,,,945,945,1006,246,2004,,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,91.0
Universidad Miguel de Cervantes,2016,6.0,4.0,34.66,1.45,0.82,156.0,,,846,846,957,168,2005,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,78.0
Universidad Miguel de Cervantes,2017,12.0,3.0,52.56,3.94,2.14,162.0,,,990,990,1086,323,3342,,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,138.0
Universidad Miguel de Cervantes,2018,15.0,7.0,54.7,6.18,2.59,151.0,,,1310,1310,1097,298,3458,,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,136.0
Universidad Miguel de Cervantes,2019,16.0,14.0,73.43,11.02,8.11,151.0,,,1559,1559,1127,656,3522,,669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,133.0
Universidad Miguel de Cervantes,2020,17.0,16.0,72.61,11.2,10.18,153.0,,,1573,1573,1118,627,3918,,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0
Universidad Miguel de Cervantes,2021,15.0,15.0,71.02,11.09,10.3,152.0,,,1590,1590,1129,1175,4093,,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,194.0
Universidad Miguel de Cervantes,2022,17.0,14.0,66.11,11.14,9.14,138.0,,,1493,1493,1011,675,3322,,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,224.0
Universidad Miguel de Cervantes,2023,18.0,13.0,75.91,13.16,8.2,144.0,,,1079,1079,1055,840,2873,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,169.0
Universidad Miguel de Cervantes,2024,21.0,13.0,81.48,12.36,8.66,163.0,,,1273,1273,1086,947,2980,,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,178.0
Universidad Miguel de Cervantes,2025,18.0,15.0,82.0,10.27,8.5,179.0,,,1282,1282,1206,778,3252,,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,215.0
Universidad Miguel de Cervantes,2026,,,,,,,,,1349,1349,1175,803,3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad San Sebastian,2015,175.0,102.0,1620.77,77.63,39.51,4036.0,,,1167,1167,27075,6388,28715,,259.0,771751000,2000000,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,3018.0,3029.0
Universidad San Sebastian,2016,190.0,111.0,1699.61,102.74,41.21,4602.0,,,1362,1362,27063,6594,29739,,331.0,310212000,26000000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,3305.0,3325.0
Universidad San Sebastian,2017,209.0,150.0,1576.47,113.73,45.52,4893.0,,,1771,1771,27593,6440,31065,,377.0,920677000,199801000,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,3298.0,3319.0
Universidad San Sebastian,2018,236.0,143.0,1825.78,129.98,56.99,4951.0,16,,2117,2133,30030,7597,33754,,523.0,1104714000,10000000,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,3404.0,3404.0
Universidad San Sebastian,2019,283.0,37.0,1918.45,156.8,15.16,5216.0,16,,2351,2367,31206,7273,35409,,692.0,1405461000,98000000,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,3904.0,3904.0
Universidad San Sebastian,2020,328.0,58.0,1926.67,180.3,20.85,5217.0,43,,2843,2886,32365,6998,37146,,633.0,995890000,24000000,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,2529.0,2529.0
Universidad San Sebastian,2021,353.0,139.0,1282.75,188.2,58.43,3460.0,69,,3294,3363,34905,8598,40257,4.0,611.0,1965187000,399978000,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,5236.0,5236.0
Universidad San Sebastian,2022,414.0,134.0,1929.49,269.89,69.22,3876.0,86,,3718,3804,38275,8647,44191,3.0,858.0,3934587000,400000000,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,5620.0,5620.0
Universidad San Sebastian,2023,497.0,157.0,2191.71,344.55,89.57,4499.0,110,,3608,3718,41126,11600,48175,2.0,814.0,4372262000,400000000,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,5524.0,5524.0
Universidad San Sebastian,2024,701.0,250.0,2241.26,518.88,126.16,5036.0,148,,3004,3152,44438,10758,49510,3.0,939.0,5873607000,36000000,,42,6.7,,8.4,,17.0,,,,,,,20.4,,60.7,,49.6,,8.9,,15.9,,,,,,,,,,,,,,,,,129.0,6029.0,6029.0
Universidad San Sebastian,2025,791.0,278.0,2216.49,587.38,134.12,4984.0,171,,3226,3397,47555,10652,52974,20.0,1035.0,9725741000,1566199000,,63,,,16.5,,49.1,,,,33.7,,,,,55.5,,68.5,,11.9,,20.6,,,,,,,,,,,,,,,,,93.0,6900.0,6900.0
Universidad San Sebastian,2026,,,,,,,170,,2403,2573,48079,9811,53505,,,7443344000,680733000,,48,4.9,,21.8,,38.4,,,,,,,36.4,,52.2,,91.5,,16.0,,26.2,,,,,,,,,,,,,,,,,,,
Universidad Santo Tomas,2015,176.0,78.0,1123.96,75.12,29.34,4415.0,,,825,825,29046,7521,30204,,210.0,346282000,300000000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3382.0,3382.0
Universidad Santo Tomas,2016,181.0,61.0,1124.78,83.45,25.89,4524.0,,,935,935,29260,7692,30555,,118.0,455915000,422064000,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801.0,3801.0
Universidad Santo Tomas,2017,209.0,66.0,1164.2,104.25,26.57,4179.0,,,1133,1133,28718,7201,30290,,245.0,657379999,47999999,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954.0,2954.0
Universidad Santo Tomas,2018,207.0,62.0,1165.08,97.86,9.47,3967.0,13,,1648,1661,28101,6806,30417,,575.0,303226000,2000000,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283.0,4283.0
Universidad Santo Tomas,2019,189.0,59.0,1199.3,103.73,15.06,3989.0,12,,1262,1274,27393,6127,29439,,118.0,343060000,197995000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3719.0,3719.0
Universidad Santo Tomas,2020,193.0,66.0,1199.87,103.02,25.36,3738.0,9,,839,848,25160,4690,26300,,530.0,840966000,232000000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.0,2660.0
Universidad Santo Tomas,2021,252.0,70.0,1220.23,131.46,30.02,3836.0,15,,607,622,26760,4728,27865,,325.0,1515863000,599305000,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4694.0,4694.0
Universidad Santo Tomas,2022,263.0,71.0,1274.99,142.47,28.22,4077.0,16,,578,594,26033,5945,27283,,197.0,1770968000,239980000,,13,,,,,,,,,,,,,,,,,,,,,,,151+,,,,34.9,,52.2,,12.7,,26.6,,15.4,,,4418.0,4418.0
Universidad Santo Tomas,2023,345.0,71.0,1264.85,184.58,28.98,3548.0,21,,551,572,26211,5997,27341,,340.0,1361236000,611986000,,11,,,,,,,,,,,,,,,,,,,,,,,151+,,,,36.1,,51.9,,13.6,,43.2,,13.6,,,5710.0,5710.0
Universidad Santo Tomas,2024,412.0,91.0,1221.15,211.91,35.05,3566.0,28,27382.0,434,462,26104,5989,26929,,67.0,5836266000,,1.0,16,8.0,,6.3,,20.8,,,,,,,4.3,,17.7,,41.4,,10.8,,11.5,,22.4,151+,Reporter,,,16.0,,45.3,,18.4,,21.6,,17.4,,,3163.0,3163.0
Universidad Santo Tomas,2025,757.0,116.0,1281.16,285.84,40.91,3869.0,37,26627.0,565,602,27610,6672,28971,4.0,205.0,2895868000,780973000,1.0,13,,,12.6,,36.0,,,,7.4,,,,,17.3,,44.6,,14.9,,12.1,,20.9,,1501+,,,,16.0,,45.5,,9.8,,12.5,,13.1,,4256.0,4256.0
Universidad Santo Tomas,2026,,,,,,,45,26783.0,570,615,29291,6583,30725,,,2276986000,455400000,0.0,18,5.9,,16.0,,44.6,,,,,,,8.3,,17.0,,66.4,,15.6,,18.2,,21.2,126–150,1501+,,,16.6,16.6,45.6,45.6,12.1,10.7,19.0,15.4,16.2,13.4,,,
Universidad Tecnica Federico Santa Maria,2015,282.0,55.0,635.53,230.84,47.8,1386.0,143,,796,939,18329,4734,19399,18.0,227.0,12250204000,381893000,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.0,2824.0
Universidad Tecnica Federico Santa Maria,2016,287.0,63.0,689.77,233.03,54.49,1340.0,163,11718.0,897,1060,17998,4761,19182,9.0,212.0,5419938000,901505000,2.0,76,,,,,,,,,,,,,,,,,,,,,,34.0,13,401-500,58.7,0.0,40.5,35.1,74.4,54.1,53.1,10.1,99.8,70.5,39.2,17.2,,1216.0,2322.0
Universidad Tecnica Federico Santa Maria,2017,307.0,67.0,698.75,251.56,55.56,1341.0,150,18424.0,788,938,18146,3999,19166,20.0,253.0,6335056000,673914000,2.0,78,,,,,,,,,,,,,,,,,,,,,,28.3,22,401-500,58.6,,54.7,41.0,77.3,54.7,56.5,10.8,99.7,69.0,34.0,14.2,,1300.0,2435.0
Universidad Tecnica Federico Santa Maria,2018,330.0,75.0,697.48,269.05,54.99,1420.0,151,19265.0,909,1060,18275,4219,19500,21.0,258.0,5803294000,517977000,2.0,64,,,,,,,,,,,,,,,,,,,,,,30.3,24,501–600,64.7,,73.4,40.0,86.2,51.7,62.5,10.7,99.5,64.8,42.2,14.6,,1295.0,2773.0
Universidad Tecnica Federico Santa Maria,2019,414.0,92.0,776.76,318.22,62.14,1609.0,187,19273.0,1025,1212,18318,4176,19664,17.0,282.0,11375524000,1596287000,3.0,69,,,,,,,,,,,,,,,,,,,,,,27.9,51–60,601–800,,,72.2,44.3,87.6,54.4,37.4,10.2,92.7,50.4,34.1,12.1,,1132.0,2282.0
Universidad Tecnica Federico Santa Maria,2020,378.0,96.0,686.87,312.04,70.11,1478.0,173,19067.0,879,1052,18239,4776,19422,18.0,216.0,7129322000,1231689000,3.0,58,,,,,,,,,,,,,,,,,,,,,,27.3,63,801–1000,46.7,,68.7,44.9,89.2,54.5,44.2,9.8,74.3,40.2,23.3,13.6,,905.0,2067.0
Universidad Tecnica Federico Santa Maria,2021,408.0,96.0,737.58,326.84,64.65,1548.0,190,19430.0,978,1168,21134,4937,22535,19.0,190.0,7605710000,698486000,4.0,51,,,,,,,,,,,,,,,,,,,,,,24.7,49,1001+,54.3,,56.1,43.6,89.2,58.9,59.9,10.0,68.5,35.8,33.7,13.8,,1278.0,2480.0
Universidad Tecnica Federico Santa Maria,2022,398.0,98.0,765.16,321.43,67.09,1533.0,176,19291.0,615,791,21527,4890,22476,20.0,243.0,7440768000,1282661000,4.0,54,,,,,,,,,,,,,,,,,,,,,,25.7,49,1201+,56.9,,48.8,41.3,82.1,56.1,64.0,12.0,72.2,28.7,37.1,14.3,,1500.0,2931.0
Universidad Tecnica Federico Santa Maria,2023,455.0,99.0,813.82,363.11,70.57,1538.0,225,22405.0,1127,1352,21503,4845,22997,27.0,282.0,12417250000,1491600000,3.0,77,,,,,,,,,,,,,,,,,,,,,,30.0,62,1201–1500,50.7,,48.1,39.4,81.3,54.8,56.2,12.0,66.9,27.3,30.4,14.0,,1693.0,2836.0
Universidad Tecnica Federico Santa Maria,2024,457.0,109.0,792.17,357.2,72.36,1510.0,229,22812.0,1042,1271,21092,4884,22652,40.0,300.0,10344504000,887700000,3.0,55,57.5,15.8,73.6,5.9,80.6,,10.1,1.9,,,61.9,27.0,3.7,9.5,9.5,95.4,10.0,40.8,50.6,80.0,7.9,29.7,63,1201–1500,45.0,,37.9,32.3,56.4,56.9,51.2,10.8,60.5,36.2,28.4,12.3,,1837.0,2873.0
Universidad Tecnica Federico Santa Maria,2025,464.0,99.0,787.05,373.18,68.11,1524.0,277,23753.0,1027,1304,21303,5198,22958,35.0,319.0,40010485000,2818006000,2.0,84,,13.8,85.0,5.0,74.1,,13.1,1.6,41.5,,64.5,,3.2,8.2,41.6,88.4,9.8,50.5,33.0,84.6,7.6,31.0,,1501+,,,,38.1,,55.6,,11.8,,33.8,,12.7,,2149.0,3465.0
Universidad Tecnica Federico Santa Maria,2026,,,,,,,318,19907.0,1099,1417,21334,5572,23332,,,5410081000,683096000,2.0,41,46.3,19.0,80.2,8.3,67.7,1.6,17.7,1.8,,,62.5,22.5,4.7,10.0,46.3,94.1,13.3,51.1,37.5,83.4,42.7,27.1,=44,1501+,26.5,,40.7,40.7,53.8,53.8,15.0,12.9,45.2,33.0,19.4,14.5,,,
Universidad Tecnica Federico Santa Maria,2027,,,,,,,,,,,,,,,,,,,,,20.1,,8.7,,,16.0,4.0,,,,,4.5,,45.6,,13.3,,26.6,,47.1,,,,,,,,,,,,,,,,,,
Universidad Tecnologica Metropolitana,2015,83.0,10.0,302.34,57.16,1.98,736.0,,,63,63,7613,2178,7738,,11.0,144716000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0,943.0
Universidad Tecnologica Metropolitana,2016,86.0,11.0,299.57,55.66,2.86,732.0,,,85,85,8342,2358,8487,,8.0,365965000,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,787.0
Universidad Tecnologica Metropolitana,2017,88.0,13.0,300.67,54.15,3.69,760.0,,,61,61,8402,2149,8503,,49.0,1017614000,160000000,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0,972.0
Universidad Tecnologica Metropolitana,2018,105.0,18.0,339.02,61.95,5.82,789.0,,,24,24,8976,2328,9043,,10.0,568806000,200000000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,707.0
Universidad Tecnologica Metropolitana,2019,132.0,23.0,351.61,83.41,12.41,810.0,,,32,32,8590,1909,8706,,16.0,488881000,2000000,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.0,884.0
Universidad Tecnologica Metropolitana,2020,154.0,32.0,380.7,112.43,21.45,864.0,5,,21,26,8969,2047,9020,,16.0,1104758000,24000000,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.0,1156.0
Universidad Tecnologica Metropolitana,2021,171.0,35.0,374.98,117.25,23.61,873.0,8,,61,69,9136,1738,9319,,12.0,2203597000,199914000,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,704.0
Universidad Tecnologica Metropolitana,2022,167.0,35.0,369.91,120.16,23.14,852.0,11,,126,137,8601,1707,8922,,23.0,1934781000,200000000,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374.0,1415.0
Universidad Tecnologica Metropolitana,2023,195.0,40.0,371.14,135.32,29.93,851.0,18,,159,177,8041,1912,8365,,23.0,1794913000,400000000,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.0,1392.0
Universidad Tecnologica Metropolitana,2024,216.0,64.0,396.23,168.11,47.11,878.0,26,,172,198,7935,1852,8204,,33.0,1289735000,36000000,,11,,,10.1,,50.6,,,,,,,10.0,,21.7,,29.1,,7.4,,12.9,,,,,,,,,,,,,,,,,,1532.0,1571.0
Universidad Tecnologica Metropolitana,2025,228.0,69.0,402.16,168.8,46.2,916.0,42,,273,315,8161,2242,8546,3.0,68.0,5813355000,43000000,,19,,,27.3,,78.9,,,,19.5,,,,,16.1,,29.5,,7.8,,13.9,,,,,,,,,,,,,,,,,,768.0,788.0
Universidad Tecnologica Metropolitana,2026,,,,,,,56,,271,327,8712,2569,9402,,,2543726000,455400000,,17,35.6,,41.1,,64.5,,,,,,,22.5,,12.7,,40.4,,12.1,,20.8,,,,,,,,,,,,,,,,,,,
Universidad UNIACC,2025,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,7.0,,,,,17.3,,,,3.7,,5.4,,,,,,,,,,,,,,,,,,,
Universidad UNIACC,2026,,,,,,,,,,,,,,,,,,,,2.1,,1.2,,,,,,,,,7.4,,23.6,,,,4.0,,5.8,,,,,,,,,,,,,,,,,,,
Universidad Ucinf,2015,10.0,13.0,111.26,4.02,4.14,388.0,,,50,50,3068,313,3126,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.0,622.0
Universidad Ucinf,2016,12.0,10.0,77.57,2.03,2.03,337.0,,,241,241,2614,362,2855,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0,924.0
Universidad Ucinf,2017,1.0,2.0,7.46,0.12,0.24,45.0,,,158,158,546,,704,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.0,855.0
Universidad Ucinf,2018,5.0,1.0,14.2,0.59,0.36,89.0,,,8,8,140,,148,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,336.0
Universidad Ucinf,2019,,,2.11,,,14.0,,,,,45,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universidad de Antofagasta,2015,138.0,15.0,395.66,131.23,12.03,573.0,53,,145,198,7427,1789,7628,10.0,38.0,1221224000,180000000,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,770.0,1671.0
Universidad de Antofagasta,2016,132.0,13.0,380.81,128.09,12.5,462.0,56,,212,268,6965,2026,7333,6.0,48.0,1866578000,699730000,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,777.0,1193.0
Universidad de Antofagasta,2017,145.0,19.0,401.22,138.19,16.06,603.0,62,,189,251,7501,1905,7752,6.0,64.0,2707486000,815105000,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,721.0,909.0
Universidad de Antofagasta,2018,157.0,31.0,432.02,149.77,26.47,700.0,70,,218,288,8050,2048,8358,13.0,67.0,1738832000,669310000,,17,,,,,,,,,,,,,,,,,,,,,,,101+,,,,0.0,,58.3,,4.7,,70.2,,23.0,,11.0,715.0,960.0
Universidad de Antofagasta,2019,166.0,31.0,422.93,156.88,28.15,668.0,66,,189,255,8044,1943,8349,13.0,68.0,1481445000,376000000,,17,,,,,,,,,,,,,,,,,,,,,,,81–90,,,,36.5,,57.8,,26.4,,78.4,,25.0,,2.0,829.0,1000.0
Universidad de Antofagasta,2020,158.0,30.0,395.62,155.0,30.0,493.0,59,,68,127,7819,1699,7972,8.0,54.0,1521845000,859094000,,12,,,,,,,,,,,,,,,,,,,,,,,86,,39.4,,35.5,,65.2,,19.1,,95.1,,22.5,,,620.0,795.0
Universidad de Antofagasta,2021,157.0,31.0,407.07,153.86,29.0,560.0,43,9152.0,80,123,7868,1647,8073,14.0,69.0,3315348000,690000000,1.0,28,,,,,,,,,,,,,,,,,,,,,,20.1,,601–800,,,,33.4,,49.9,,8.8,,69.5,,14.5,,805.0,990.0
Universidad de Antofagasta,2022,162.0,36.0,481.73,157.45,32.25,598.0,58,,83,141,7699,1570,7896,10.0,38.0,2235996000,799706000,,12,,,,,,,,,,,,,,,,,,,,,,,84,,44.0,,34.9,,74.7,,25.6,,99.5,,24.7,,7.0,1255.0,1453.0
Universidad de Antofagasta,2023,163.0,59.0,540.16,156.21,36.33,793.0,61,8083.0,57,118,7455,1657,7780,12.0,43.0,3281714000,821518000,2.0,21,,,,,,,,,,,,,,,,,,,,,,20.4,87,601–800,42.7,,36.1,36.9,71.1,52.4,20.5,9.5,98.6,81.0,27.2,14.8,18.0,1143.0,1341.0
Universidad de Antofagasta,2024,160.0,53.0,543.52,152.05,32.25,827.0,35,8563.0,45,80,7043,1700,7124,4.0,18.0,3303092000,1193496000,2.0,19,50.6,,65.9,,99.9,,,,,,33.4,4.2,,13.4,,60.2,,14.7,,4.9,,15.9,126–150,1201–1500,,,17.4,17.2,54.2,53.2,19.9,9.4,42.8,51.7,25.9,16.9,9.0,881.0,1046.0
